,scenario,year,epsilon [%],demand [Mt],region,tech,meoh [Mt],elec [TWh],net-zero GWP [Mt],GWP reduction [Mt]
1166,PkBudg500,2040,2.605018,480,USA,PSC,0.040764894,0,0,0
1167,PkBudg500,2040,2.605018,480,OAS,PSC,14.78577769,0,0,0
1168,PkBudg500,2040,2.605018,480,SSA,PSC,0.7615159,0,0,0
1169,PkBudg500,2040,2.605018,480,EUR,DAC,13.62464114,0,0,0
1170,PkBudg500,2040,2.605018,480,CAZ,DAC,3.569070718,0,0,0
1171,PkBudg500,2040,2.605018,480,OAS,DAC,3.989491222,0,0,0
1172,PkBudg500,2040,2.605018,480,USA,DAC,17.23476083,0,0,0
1173,PkBudg500,2040,2.605018,480,JPN,PSC,0.011202989,0,0,0
1174,PkBudg500,2040,2.605018,480,methanol production,BAU,343.0947315,1309.810539,282.5202196,282.5221902
1175,PkBudg500,2040,2.661916,490,IND,PSC,0.013265745,0,0,0
1176,PkBudg500,2040,2.661916,490,JPN,DAC,2.981829192,0,0,0
1177,PkBudg500,2040,2.661916,490,LAM,DAC,9.645983187,0,0,0
1178,PkBudg500,2040,2.661916,490,REF,PSC,0.310589855,0,0,0
1179,PkBudg500,2040,2.661916,490,REF,DAC,4.554631795,0,0,0
1180,PkBudg500,2040,2.661916,490,USA,DAC,17.6122252,0,0,0
1181,PkBudg500,2040,2.661916,490,LAM,PSC,0.009242154,0,0,0
1182,PkBudg500,2040,2.661916,490,JPN,PSC,0.011209201,0,0,0
1183,PkBudg500,2040,2.661916,490,MEA,PSC,3.522952695,0,0,0
1184,PkBudg500,2040,2.661916,490,OAS,PSC,14.79397691,0,0,0
1185,PkBudg500,2040,2.661916,490,USA,PSC,0.040787499,0,0,0
1186,PkBudg500,2040,2.661916,490,MEA,DAC,7.178252748,0,0,0
1187,PkBudg500,2040,2.661916,490,CAZ,PSC,0.007726164,0,0,0
1188,PkBudg500,2040,2.661916,490,OAS,DAC,4.336211469,0,0,0
1189,PkBudg500,2040,2.661916,490,NEU,PSC,2.189036689,0,0,0
1190,PkBudg500,2040,2.661916,490,SSA,DAC,5.29101591,0,0,0
1191,PkBudg500,2040,2.661916,490,SSA,PSC,0.761938186,0,0,0
1192,PkBudg500,2040,2.661916,490,EUR,DAC,13.9252167,0,0,0
1193,PkBudg500,2040,2.661916,490,CHA,PSC,13.4597187,0,0,0
1194,PkBudg500,2040,2.661916,490,NEU,DAC,0,0,0,0
1195,PkBudg500,2040,2.661916,490,EUR,PSC,0.171649473,0,0,0
1196,PkBudg500,2040,2.661916,490,IND,DAC,12.64978812,0,0,0
1197,PkBudg500,2040,2.661916,490,CAZ,DAC,3.647218571,0,0,0
1198,PkBudg500,2040,2.661916,490,CHA,DAC,24.55437029,0,0,0
1199,PkBudg500,2040,2.661916,490,methanol production,BAU,350.1881213,1338.419014,288.4060575,288.4079099
1200,PkBudg500,2040,2.719078,500,LAM,PSC,0.0092473,0,0,0
1201,PkBudg500,2040,2.719078,500,CAZ,DAC,3.725729029,0,0,0
1202,PkBudg500,2040,2.719078,500,NEU,DAC,0,0,0,0
1203,PkBudg500,2040,2.719078,500,USA,PSC,0.04081021,0,0,0
1204,PkBudg500,2040,2.719078,500,IND,PSC,0.013273131,0,0,0
1205,PkBudg500,2040,2.719078,500,OAS,PSC,14.80221419,0,0,0
1206,PkBudg500,2040,2.719078,500,CHA,DAC,25.31338091,0,0,0
1207,PkBudg500,2040,2.719078,500,EUR,DAC,14.22718642,0,0,0
1208,PkBudg500,2040,2.719078,500,SSA,DAC,5.418029723,0,0,0
1209,PkBudg500,2040,2.719078,500,JPN,DAC,3.046061745,0,0,0
1210,PkBudg500,2040,2.719078,500,CAZ,PSC,0.007730465,0,0,0
1211,PkBudg500,2040,2.719078,500,REF,DAC,4.657792861,0,0,0
1212,PkBudg500,2040,2.719078,500,MEA,DAC,7.393867029,0,0,0
1213,PkBudg500,2040,2.719078,500,IND,DAC,12.92167112,0,0,0
1214,PkBudg500,2040,2.719078,500,OAS,DAC,4.684541036,0,0,0
1215,PkBudg500,2040,2.719078,500,REF,PSC,0.310810965,0,0,0
1216,PkBudg500,2040,2.719078,500,CHA,PSC,13.46721307,0,0,0
1217,PkBudg500,2040,2.719078,500,LAM,DAC,9.853407935,0,0,0
1218,PkBudg500,2040,2.719078,500,EUR,PSC,0.17176911,0,0,0
1219,PkBudg500,2040,2.719078,500,USA,DAC,17.99144109,0,0,0
1220,PkBudg500,2040,2.719078,500,MEA,PSC,3.524914273,0,0,0
1221,PkBudg500,2040,2.719078,500,NEU,PSC,2.236155858,0,0,0
1222,PkBudg500,2040,2.719078,500,SSA,PSC,0.762362433,0,0,0
1223,PkBudg500,2040,2.719078,500,JPN,PSC,0.011215443,0,0,0
1224,PkBudg500,2040,2.719078,500,methanol production,BAU,357.2680264,1367.160268,294.2918954,294.3204716
