S2,S3,Objective
0.805050505,-0.057575758,0.804474747
0.819191919,-0.057575758,0.818616162
0.833333333,-0.057575758,0.832757576
0.847474747,-0.057575758,0.84689899
0.861616162,-0.057575758,0.861040404
0.875757576,-0.057575758,0.875181818
0.88989899,-0.057575758,0.889323232
0.904040404,-0.057575758,0.903464646
0.918181818,-0.057575758,0.917606061
0.932323232,-0.057575758,0.931747475
0.946464646,-0.057575758,0.945888889
0.960606061,-0.057575758,0.960030303
0.974747475,-0.057575758,0.974171717
0.988888889,-0.057575758,0.988313131
1.003030303,-0.057575758,1.002454545
1.017171717,-0.057575758,1.01659596
1.031313131,-0.057575758,1.030737374
1.045454545,-0.057575758,1.044878788
1.05959596,-0.057575758,1.059020202
1.073737374,-0.057575758,1.073161616
1.087878788,-0.057575758,1.08730303
1.102020202,-0.057575758,1.101444444
1.116161616,-0.057575758,1.115585859
1.13030303,-0.057575758,1.129727273
1.144444444,-0.057575758,1.143868687
1.158585859,-0.057575758,1.158010101
1.172727273,-0.057575758,1.172151515
1.186868687,-0.057575758,1.186292929
1.201010101,-0.057575758,1.200434343
1.215151515,-0.057575758,1.214575758
1.229292929,-0.057575758,1.228717172
1.243434343,-0.057575758,1.242858586
1.257575758,-0.057575758,1.257
1.271717172,-0.057575758,1.271141414
1.285858586,-0.057575758,1.285282828
1.3,-0.057575758,1.299424242
-0.1,-0.043434343,-0.100434343
-0.085858586,-0.043434343,-0.086292929
-0.071717172,-0.043434343,-0.072151515
-0.057575758,-0.043434343,-0.058010101
-0.043434343,-0.043434343,-0.043868687
-0.029292929,-0.043434343,-0.029727273
-0.015151515,-0.043434343,-0.015585859
-0.001010101,-0.043434343,-0.001444444
0.013131313,-0.043434343,0.01269697
0.027272727,-0.043434343,0.026838384
0.041414141,-0.043434343,0.040979798
0.055555556,-0.043434343,0.055121212
0.06969697,-0.043434343,0.069262626
0.083838384,-0.043434343,0.08340404
0.097979798,-0.043434343,0.097545455
0.112121212,-0.043434343,0.111686869
0.126262626,-0.043434343,0.125828283
0.14040404,-0.043434343,0.139969697
0.154545455,-0.043434343,0.154111111
0.168686869,-0.043434343,0.168252525
0.182828283,-0.043434343,0.182393939
0.196969697,-0.043434343,0.196535354
0.211111111,-0.043434343,0.210676768
0.225252525,-0.043434343,0.224818182
0.239393939,-0.043434343,0.238959596
0.253535354,-0.043434343,0.25310101
0.267676768,-0.043434343,0.267242424
0.281818182,-0.043434343,0.281383838
0.295959596,-0.043434343,0.295525253
0.31010101,-0.043434343,0.309666667
0.324242424,-0.043434343,0.323808081
0.338383838,-0.043434343,0.337949495
0.352525253,-0.043434343,0.352090909
0.366666667,-0.043434343,0.366232323
0.380808081,-0.043434343,0.380373737
0.394949495,-0.043434343,0.394515152
0.409090909,-0.043434343,0.408656566
0.423232323,-0.043434343,0.42279798
0.437373737,-0.043434343,0.436939394
0.451515152,-0.043434343,0.451080808
0.465656566,-0.043434343,0.465222222
0.47979798,-0.043434343,0.479363636
0.493939394,-0.043434343,0.493505051
0.508080808,-0.043434343,0.507646465
0.522222222,-0.043434343,0.521787879
0.536363636,-0.043434343,0.535929293
0.550505051,-0.043434343,0.550070707
0.564646465,-0.043434343,0.564212121
0.578787879,-0.043434343,0.578353535
0.592929293,-0.043434343,0.592494949
0.607070707,-0.043434343,0.606636364
0.621212121,-0.043434343,0.620777778
0.635353535,-0.043434343,0.634919192
0.649494949,-0.043434343,0.649060606
0.663636364,-0.043434343,0.66320202
0.677777778,-0.043434343,0.677343434
0.691919192,-0.043434343,0.691484848
0.706060606,-0.043434343,0.705626263
0.72020202,-0.043434343,0.719767677
0.734343434,-0.043434343,0.733909091
0.748484848,-0.043434343,0.748050505
0.762626263,-0.043434343,0.762191919
0.776767677,-0.043434343,0.776333333
0.790909091,-0.043434343,0.790474747
0.805050505,-0.043434343,0.804616162
0.819191919,-0.043434343,0.818757576
0.833333333,-0.043434343,0.83289899
0.847474747,-0.043434343,0.847040404
0.861616162,-0.043434343,0.861181818
0.875757576,-0.043434343,0.875323232
0.88989899,-0.043434343,0.889464646
0.904040404,-0.043434343,0.903606061
0.918181818,-0.043434343,0.917747475
0.932323232,-0.043434343,0.931888889
0.946464646,-0.043434343,0.946030303
0.960606061,-0.043434343,0.960171717
0.974747475,-0.043434343,0.974313131
0.988888889,-0.043434343,0.988454545
1.003030303,-0.043434343,1.00259596
1.017171717,-0.043434343,1.016737374
1.031313131,-0.043434343,1.030878788
1.045454545,-0.043434343,1.045020202
1.05959596,-0.043434343,1.059161616
1.073737374,-0.043434343,1.07330303
1.087878788,-0.043434343,1.087444444
1.102020202,-0.043434343,1.101585859
1.116161616,-0.043434343,1.115727273
1.13030303,-0.043434343,1.129868687
1.144444444,-0.043434343,1.144010101
1.158585859,-0.043434343,1.158151515
1.172727273,-0.043434343,1.172292929
1.186868687,-0.043434343,1.186434343
1.201010101,-0.043434343,1.200575758
1.215151515,-0.043434343,1.214717172
1.229292929,-0.043434343,1.228858586
1.243434343,-0.043434343,1.243
1.257575758,-0.043434343,1.257141414
1.271717172,-0.043434343,1.271282828
1.285858586,-0.043434343,1.285424242
1.3,-0.043434343,1.299565657
-0.1,-0.029292929,-0.100292929
-0.085858586,-0.029292929,-0.086151515
-0.071717172,-0.029292929,-0.072010101
-0.057575758,-0.029292929,-0.057868687
-0.043434343,-0.029292929,-0.043727273
-0.029292929,-0.029292929,-0.029585859
-0.015151515,-0.029292929,-0.015444444
-0.001010101,-0.029292929,-0.00130303
0.013131313,-0.029292929,0.012838384
0.027272727,-0.029292929,0.026979798
0.041414141,-0.029292929,0.041121212
0.055555556,-0.029292929,0.055262626
0.06969697,-0.029292929,0.06940404
0.083838384,-0.029292929,0.083545455
0.097979798,-0.029292929,0.097686869
0.112121212,-0.029292929,0.111828283
0.126262626,-0.029292929,0.125969697
0.14040404,-0.029292929,0.140111111
0.154545455,-0.029292929,0.154252525
0.168686869,-0.029292929,0.168393939
0.182828283,-0.029292929,0.182535354
0.196969697,-0.029292929,0.196676768
0.211111111,-0.029292929,0.210818182
0.225252525,-0.029292929,0.224959596
0.239393939,-0.029292929,0.23910101
0.253535354,-0.029292929,0.253242424
0.267676768,-0.029292929,0.267383838
0.281818182,-0.029292929,0.281525253
0.295959596,-0.029292929,0.295666667
0.31010101,-0.029292929,0.309808081
0.324242424,-0.029292929,0.323949495
0.338383838,-0.029292929,0.338090909
0.352525253,-0.029292929,0.352232323
0.366666667,-0.029292929,0.366373737
0.380808081,-0.029292929,0.380515152
0.394949495,-0.029292929,0.394656566
0.409090909,-0.029292929,0.40879798
0.423232323,-0.029292929,0.422939394
0.437373737,-0.029292929,0.437080808
0.451515152,-0.029292929,0.451222222
0.465656566,-0.029292929,0.465363636
0.47979798,-0.029292929,0.479505051
0.493939394,-0.029292929,0.493646465
0.508080808,-0.029292929,0.507787879
0.522222222,-0.029292929,0.521929293
0.536363636,-0.029292929,0.536070707
0.550505051,-0.029292929,0.550212121
0.564646465,-0.029292929,0.564353535
0.578787879,-0.029292929,0.578494949
0.592929293,-0.029292929,0.592636364
0.607070707,-0.029292929,0.606777778
0.621212121,-0.029292929,0.620919192
0.635353535,-0.029292929,0.635060606
0.649494949,-0.029292929,0.64920202
0.663636364,-0.029292929,0.663343434
0.677777778,-0.029292929,0.677484848
0.691919192,-0.029292929,0.691626263
0.706060606,-0.029292929,0.705767677
0.72020202,-0.029292929,0.719909091
0.734343434,-0.029292929,0.734050505
0.748484848,-0.029292929,0.748191919
0.762626263,-0.029292929,0.762333333
0.776767677,-0.029292929,0.776474747
0.790909091,-0.029292929,0.790616162
0.805050505,-0.029292929,0.804757576
0.819191919,-0.029292929,0.81889899
0.833333333,-0.029292929,0.833040404
0.847474747,-0.029292929,0.847181818
0.861616162,-0.029292929,0.861323232
0.875757576,-0.029292929,0.875464646
0.88989899,-0.029292929,0.889606061
0.904040404,-0.029292929,0.903747475
0.918181818,-0.029292929,0.917888889
0.932323232,-0.029292929,0.932030303
0.946464646,-0.029292929,0.946171717
0.960606061,-0.029292929,0.960313131
0.974747475,-0.029292929,0.974454545
0.988888889,-0.029292929,0.98859596
1.003030303,-0.029292929,1.002737374
1.017171717,-0.029292929,1.016878788
1.031313131,-0.029292929,1.031020202
1.045454545,-0.029292929,1.045161616
1.05959596,-0.029292929,1.05930303
1.073737374,-0.029292929,1.073444444
1.087878788,-0.029292929,1.087585859
1.102020202,-0.029292929,1.101727273
1.116161616,-0.029292929,1.115868687
1.13030303,-0.029292929,1.130010101
1.144444444,-0.029292929,1.144151515
1.158585859,-0.029292929,1.158292929
1.172727273,-0.029292929,1.172434343
1.186868687,-0.029292929,1.186575758
1.201010101,-0.029292929,1.200717172
1.215151515,-0.029292929,1.214858586
1.229292929,-0.029292929,1.229
1.243434343,-0.029292929,1.243141414
1.257575758,-0.029292929,1.257282828
1.271717172,-0.029292929,1.271424242
1.285858586,-0.029292929,1.285565657
1.3,-0.029292929,1.299707071
-0.1,-0.015151515,-0.100151515
-0.085858586,-0.015151515,-0.086010101
-0.071717172,-0.015151515,-0.071868687
-0.057575758,-0.015151515,-0.057727273
-0.043434343,-0.015151515,-0.043585859
-0.029292929,-0.015151515,-0.029444444
-0.015151515,-0.015151515,-0.01530303
-0.001010101,-0.015151515,-0.001161616
0.013131313,-0.015151515,0.012979798
0.027272727,-0.015151515,0.027121212
0.041414141,-0.015151515,0.041262626
0.055555556,-0.015151515,0.05540404
0.06969697,-0.015151515,0.069545455
0.083838384,-0.015151515,0.083686869
0.097979798,-0.015151515,0.097828283
0.112121212,-0.015151515,0.111969697
0.126262626,-0.015151515,0.126111111
0.14040404,-0.015151515,0.140252525
0.154545455,-0.015151515,0.154393939
0.168686869,-0.015151515,0.168535354
0.182828283,-0.015151515,0.182676768
0.196969697,-0.015151515,0.196818182
0.211111111,-0.015151515,0.210959596
0.225252525,-0.015151515,0.22510101
0.239393939,-0.015151515,0.239242424
0.253535354,-0.015151515,0.253383838
0.267676768,-0.015151515,0.267525253
0.281818182,-0.015151515,0.281666667
0.295959596,-0.015151515,0.295808081
0.31010101,-0.015151515,0.309949495
0.324242424,-0.015151515,0.324090909
0.338383838,-0.015151515,0.338232323
0.352525253,-0.015151515,0.352373737
0.366666667,-0.015151515,0.366515152
0.380808081,-0.015151515,0.380656566
0.394949495,-0.015151515,0.39479798
0.409090909,-0.015151515,0.408939394
0.423232323,-0.015151515,0.423080808
0.437373737,-0.015151515,0.437222222
0.451515152,-0.015151515,0.451363636
0.465656566,-0.015151515,0.465505051
0.47979798,-0.015151515,0.479646465
0.493939394,-0.015151515,0.493787879
0.508080808,-0.015151515,0.507929293
0.522222222,-0.015151515,0.522070707
0.536363636,-0.015151515,0.536212121
0.550505051,-0.015151515,0.550353535
0.564646465,-0.015151515,0.564494949
0.578787879,-0.015151515,0.578636364
0.592929293,-0.015151515,0.592777778
0.607070707,-0.015151515,0.606919192
0.621212121,-0.015151515,0.621060606
0.635353535,-0.015151515,0.63520202
0.649494949,-0.015151515,0.649343434
0.663636364,-0.015151515,0.663484848
0.677777778,-0.015151515,0.677626263
0.691919192,-0.015151515,0.691767677
0.706060606,-0.015151515,0.705909091
0.72020202,-0.015151515,0.720050505
0.734343434,-0.015151515,0.734191919
0.748484848,-0.015151515,0.748333333
0.762626263,-0.015151515,0.762474747
0.776767677,-0.015151515,0.776616162
0.790909091,-0.015151515,0.790757576
0.805050505,-0.015151515,0.80489899
0.819191919,-0.015151515,0.819040404
0.833333333,-0.015151515,0.833181818
0.847474747,-0.015151515,0.847323232
0.861616162,-0.015151515,0.861464646
0.875757576,-0.015151515,0.875606061
0.88989899,-0.015151515,0.889747475
0.904040404,-0.015151515,0.903888889
0.918181818,-0.015151515,0.918030303
0.932323232,-0.015151515,0.932171717
0.946464646,-0.015151515,0.946313131
0.960606061,-0.015151515,0.960454545
0.974747475,-0.015151515,0.97459596
0.988888889,-0.015151515,0.988737374
1.003030303,-0.015151515,1.002878788
1.017171717,-0.015151515,1.017020202
1.031313131,-0.015151515,1.031161616
1.045454545,-0.015151515,1.04530303
1.05959596,-0.015151515,1.059444444
1.073737374,-0.015151515,1.073585859
1.087878788,-0.015151515,1.087727273
1.102020202,-0.015151515,1.101868687
1.116161616,-0.015151515,1.116010101
1.13030303,-0.015151515,1.130151515
1.144444444,-0.015151515,1.144292929
1.158585859,-0.015151515,1.158434343
1.172727273,-0.015151515,1.172575758
1.186868687,-0.015151515,1.186717172
1.201010101,-0.015151515,1.200858586
1.215151515,-0.015151515,1.215
1.229292929,-0.015151515,1.229141414
1.243434343,-0.015151515,1.243282828
1.257575758,-0.015151515,1.257424242
1.271717172,-0.015151515,1.271565657
1.285858586,-0.015151515,1.285707071
1.3,-0.015151515,1.299848485
-0.1,-0.001010101,-0.100010101
-0.085858586,-0.001010101,-0.085868687
-0.071717172,-0.001010101,-0.071727273
-0.057575758,-0.001010101,-0.057585859
-0.043434343,-0.001010101,-0.043444444
-0.029292929,-0.001010101,-0.02930303
-0.015151515,-0.001010101,-0.015161616
-0.001010101,-0.001010101,-0.001020202
0.013131313,-0.001010101,0.013121212
0.027272727,-0.001010101,0.027262626
0.041414141,-0.001010101,0.04140404
0.055555556,-0.001010101,0.055545455
0.06969697,-0.001010101,0.069686869
0.083838384,-0.001010101,0.083828283
0.097979798,-0.001010101,0.097969697
0.112121212,-0.001010101,0.112111111
0.126262626,-0.001010101,0.126252525
0.14040404,-0.001010101,0.140393939
0.154545455,-0.001010101,0.154535354
0.168686869,-0.001010101,0.168676768
0.182828283,-0.001010101,0.182818182
0.196969697,-0.001010101,0.196959596
0.211111111,-0.001010101,0.21110101
0.225252525,-0.001010101,0.225242424
0.239393939,-0.001010101,0.239383838
0.253535354,-0.001010101,0.253525253
0.267676768,-0.001010101,0.267666667
0.281818182,-0.001010101,0.281808081
0.295959596,-0.001010101,0.295949495
0.31010101,-0.001010101,0.310090909
0.324242424,-0.001010101,0.324232323
0.338383838,-0.001010101,0.338373737
0.352525253,-0.001010101,0.352515152
0.366666667,-0.001010101,0.366656566
0.380808081,-0.001010101,0.38079798
0.394949495,-0.001010101,0.394939394
0.409090909,-0.001010101,0.409080808
0.423232323,-0.001010101,0.423222222
0.437373737,-0.001010101,0.437363636
0.451515152,-0.001010101,0.451505051
