S2,S3,Objective
0.338383838,0.168686869,0.340070707
0.352525253,0.168686869,0.354212121
0.366666667,0.168686869,0.368353535
0.380808081,0.168686869,0.382494949
0.394949495,0.168686869,0.396636364
0.409090909,0.168686869,0.410777778
0.423232323,0.168686869,0.424919192
0.437373737,0.168686869,0.439060606
0.451515152,0.168686869,0.45320202
0.465656566,0.168686869,0.467343434
0.47979798,0.168686869,0.481484848
0.493939394,0.168686869,0.495626263
0.508080808,0.168686869,0.509767677
0.522222222,0.168686869,0.523909091
0.536363636,0.168686869,0.538050505
0.550505051,0.168686869,0.552191919
0.564646465,0.168686869,0.566333333
0.578787879,0.168686869,0.580474747
0.592929293,0.168686869,0.594616162
0.607070707,0.168686869,0.608757576
0.621212121,0.168686869,0.62289899
0.635353535,0.168686869,0.637040404
0.649494949,0.168686869,0.651181818
0.663636364,0.168686869,0.665323232
0.677777778,0.168686869,0.679464646
0.691919192,0.168686869,0.693606061
0.706060606,0.168686869,0.707747475
0.72020202,0.168686869,0.721888889
0.734343434,0.168686869,0.736030303
0.748484848,0.168686869,0.750171717
0.762626263,0.168686869,0.764313131
0.776767677,0.168686869,0.778454545
0.790909091,0.168686869,0.79259596
0.805050505,0.168686869,0.806737374
0.819191919,0.168686869,0.820878788
0.833333333,0.168686869,0.835020202
0.847474747,0.168686869,0.849161616
0.861616162,0.168686869,0.86330303
0.875757576,0.168686869,0.877444444
0.88989899,0.168686869,0.891585859
0.904040404,0.168686869,0.905727273
0.918181818,0.168686869,0.919868687
0.932323232,0.168686869,0.934010101
0.946464646,0.168686869,0.948151515
0.960606061,0.168686869,0.962292929
0.974747475,0.168686869,0.976434343
0.988888889,0.168686869,0.990575758
1.003030303,0.168686869,1.004717172
1.017171717,0.168686869,1.018858586
1.031313131,0.168686869,1.033
1.045454545,0.168686869,1.047141414
1.05959596,0.168686869,1.061282828
1.073737374,0.168686869,1.075424242
1.087878788,0.168686869,1.089565657
1.102020202,0.168686869,1.103707071
1.116161616,0.168686869,1.117848485
1.13030303,0.168686869,1.131989899
1.144444444,0.168686869,1.146131313
1.158585859,0.168686869,1.160272727
1.172727273,0.168686869,1.174414141
1.186868687,0.168686869,1.188555556
1.201010101,0.168686869,1.20269697
1.215151515,0.168686869,1.216838384
1.229292929,0.168686869,1.230979798
1.243434343,0.168686869,1.245121212
1.257575758,0.168686869,1.259262626
1.271717172,0.168686869,1.27340404
1.285858586,0.168686869,1.287545455
1.3,0.168686869,1.301686869
-0.1,0.182828283,-0.098171717
-0.085858586,0.182828283,-0.084030303
-0.071717172,0.182828283,-0.069888889
-0.057575758,0.182828283,-0.055747475
-0.043434343,0.182828283,-0.041606061
-0.029292929,0.182828283,-0.027464646
-0.015151515,0.182828283,-0.013323232
-0.001010101,0.182828283,0.000818182
0.013131313,0.182828283,0.014959596
0.027272727,0.182828283,0.02910101
0.041414141,0.182828283,0.043242424
0.055555556,0.182828283,0.057383838
0.06969697,0.182828283,0.071525253
0.083838384,0.182828283,0.085666667
0.097979798,0.182828283,0.099808081
0.112121212,0.182828283,0.113949495
0.126262626,0.182828283,0.128090909
0.14040404,0.182828283,0.142232323
0.154545455,0.182828283,0.156373737
0.168686869,0.182828283,0.170515152
0.182828283,0.182828283,0.184656566
0.196969697,0.182828283,0.19879798
0.211111111,0.182828283,0.212939394
0.225252525,0.182828283,0.227080808
0.239393939,0.182828283,0.241222222
0.253535354,0.182828283,0.255363636
0.267676768,0.182828283,0.269505051
0.281818182,0.182828283,0.283646465
0.295959596,0.182828283,0.297787879
0.31010101,0.182828283,0.311929293
0.324242424,0.182828283,0.326070707
0.338383838,0.182828283,0.340212121
0.352525253,0.182828283,0.354353535
0.366666667,0.182828283,0.368494949
0.380808081,0.182828283,0.382636364
0.394949495,0.182828283,0.396777778
0.409090909,0.182828283,0.410919192
0.423232323,0.182828283,0.425060606
0.437373737,0.182828283,0.43920202
0.451515152,0.182828283,0.453343434
0.465656566,0.182828283,0.467484848
0.47979798,0.182828283,0.481626263
0.493939394,0.182828283,0.495767677
0.508080808,0.182828283,0.509909091
0.522222222,0.182828283,0.524050505
0.536363636,0.182828283,0.538191919
0.550505051,0.182828283,0.552333333
0.564646465,0.182828283,0.566474747
0.578787879,0.182828283,0.580616162
0.592929293,0.182828283,0.594757576
0.607070707,0.182828283,0.60889899
0.621212121,0.182828283,0.623040404
0.635353535,0.182828283,0.637181818
0.649494949,0.182828283,0.651323232
0.663636364,0.182828283,0.665464646
0.677777778,0.182828283,0.679606061
0.691919192,0.182828283,0.693747475
0.706060606,0.182828283,0.707888889
0.72020202,0.182828283,0.722030303
0.734343434,0.182828283,0.736171717
0.748484848,0.182828283,0.750313131
0.762626263,0.182828283,0.764454545
0.776767677,0.182828283,0.77859596
0.790909091,0.182828283,0.792737374
0.805050505,0.182828283,0.806878788
0.819191919,0.182828283,0.821020202
0.833333333,0.182828283,0.835161616
0.847474747,0.182828283,0.84930303
0.861616162,0.182828283,0.863444444
0.875757576,0.182828283,0.877585859
0.88989899,0.182828283,0.891727273
0.904040404,0.182828283,0.905868687
0.918181818,0.182828283,0.920010101
0.932323232,0.182828283,0.934151515
0.946464646,0.182828283,0.948292929
0.960606061,0.182828283,0.962434343
0.974747475,0.182828283,0.976575758
0.988888889,0.182828283,0.990717172
1.003030303,0.182828283,1.004858586
1.017171717,0.182828283,1.019
1.031313131,0.182828283,1.033141414
1.045454545,0.182828283,1.047282828
1.05959596,0.182828283,1.061424242
1.073737374,0.182828283,1.075565657
1.087878788,0.182828283,1.089707071
1.102020202,0.182828283,1.103848485
1.116161616,0.182828283,1.117989899
1.13030303,0.182828283,1.132131313
1.144444444,0.182828283,1.146272727
1.158585859,0.182828283,1.160414141
1.172727273,0.182828283,1.174555556
1.186868687,0.182828283,1.18869697
1.201010101,0.182828283,1.202838384
1.215151515,0.182828283,1.216979798
1.229292929,0.182828283,1.231121212
1.243434343,0.182828283,1.245262626
1.257575758,0.182828283,1.25940404
1.271717172,0.182828283,1.273545455
1.285858586,0.182828283,1.287686869
1.3,0.182828283,1.301828283
-0.1,0.196969697,-0.098030303
-0.085858586,0.196969697,-0.083888889
-0.071717172,0.196969697,-0.069747475
-0.057575758,0.196969697,-0.055606061
-0.043434343,0.196969697,-0.041464646
-0.029292929,0.196969697,-0.027323232
-0.015151515,0.196969697,-0.013181818
-0.001010101,0.196969697,0.000959596
0.013131313,0.196969697,0.01510101
0.027272727,0.196969697,0.029242424
0.041414141,0.196969697,0.043383838
0.055555556,0.196969697,0.057525253
0.06969697,0.196969697,0.071666667
0.083838384,0.196969697,0.085808081
0.097979798,0.196969697,0.099949495
0.112121212,0.196969697,0.114090909
0.126262626,0.196969697,0.128232323
0.14040404,0.196969697,0.142373737
0.154545455,0.196969697,0.156515152
0.168686869,0.196969697,0.170656566
0.182828283,0.196969697,0.18479798
0.196969697,0.196969697,0.198939394
0.211111111,0.196969697,0.213080808
0.225252525,0.196969697,0.227222222
0.239393939,0.196969697,0.241363636
0.253535354,0.196969697,0.255505051
0.267676768,0.196969697,0.269646465
0.281818182,0.196969697,0.283787879
0.295959596,0.196969697,0.297929293
0.31010101,0.196969697,0.312070707
0.324242424,0.196969697,0.326212121
0.338383838,0.196969697,0.340353535
0.352525253,0.196969697,0.354494949
0.366666667,0.196969697,0.368636364
0.380808081,0.196969697,0.382777778
0.394949495,0.196969697,0.396919192
0.409090909,0.196969697,0.411060606
0.423232323,0.196969697,0.42520202
0.437373737,0.196969697,0.439343434
0.451515152,0.196969697,0.453484848
0.465656566,0.196969697,0.467626263
0.47979798,0.196969697,0.481767677
0.493939394,0.196969697,0.495909091
0.508080808,0.196969697,0.510050505
0.522222222,0.196969697,0.524191919
0.536363636,0.196969697,0.538333333
0.550505051,0.196969697,0.552474747
0.564646465,0.196969697,0.566616162
0.578787879,0.196969697,0.580757576
0.592929293,0.196969697,0.59489899
0.607070707,0.196969697,0.609040404
0.621212121,0.196969697,0.623181818
0.635353535,0.196969697,0.637323232
0.649494949,0.196969697,0.651464646
0.663636364,0.196969697,0.665606061
0.677777778,0.196969697,0.679747475
0.691919192,0.196969697,0.693888889
0.706060606,0.196969697,0.708030303
0.72020202,0.196969697,0.722171717
0.734343434,0.196969697,0.736313131
0.748484848,0.196969697,0.750454545
0.762626263,0.196969697,0.76459596
0.776767677,0.196969697,0.778737374
0.790909091,0.196969697,0.792878788
0.805050505,0.196969697,0.807020202
0.819191919,0.196969697,0.821161616
0.833333333,0.196969697,0.83530303
0.847474747,0.196969697,0.849444444
0.861616162,0.196969697,0.863585859
0.875757576,0.196969697,0.877727273
0.88989899,0.196969697,0.891868687
0.904040404,0.196969697,0.906010101
0.918181818,0.196969697,0.920151515
0.932323232,0.196969697,0.934292929
0.946464646,0.196969697,0.948434343
0.960606061,0.196969697,0.962575758
0.974747475,0.196969697,0.976717172
0.988888889,0.196969697,0.990858586
1.003030303,0.196969697,1.005
1.017171717,0.196969697,1.019141414
1.031313131,0.196969697,1.033282828
1.045454545,0.196969697,1.047424242
1.05959596,0.196969697,1.061565657
1.073737374,0.196969697,1.075707071
1.087878788,0.196969697,1.089848485
1.102020202,0.196969697,1.103989899
1.116161616,0.196969697,1.118131313
1.13030303,0.196969697,1.132272727
1.144444444,0.196969697,1.146414141
1.158585859,0.196969697,1.160555556
1.172727273,0.196969697,1.17469697
1.186868687,0.196969697,1.188838384
1.201010101,0.196969697,1.202979798
1.215151515,0.196969697,1.217121212
1.229292929,0.196969697,1.231262626
1.243434343,0.196969697,1.24540404
1.257575758,0.196969697,1.259545455
1.271717172,0.196969697,1.273686869
1.285858586,0.196969697,1.287828283
1.3,0.196969697,1.301969697
-0.1,0.211111111,-0.097888889
-0.085858586,0.211111111,-0.083747475
-0.071717172,0.211111111,-0.069606061
-0.057575758,0.211111111,-0.055464646
-0.043434343,0.211111111,-0.041323232
-0.029292929,0.211111111,-0.027181818
-0.015151515,0.211111111,-0.013040404
-0.001010101,0.211111111,0.00110101
0.013131313,0.211111111,0.015242424
0.027272727,0.211111111,0.029383838
0.041414141,0.211111111,0.043525253
0.055555556,0.211111111,0.057666667
0.06969697,0.211111111,0.071808081
0.083838384,0.211111111,0.085949495
0.097979798,0.211111111,0.100090909
0.112121212,0.211111111,0.114232323
0.126262626,0.211111111,0.128373737
0.14040404,0.211111111,0.142515152
0.154545455,0.211111111,0.156656566
0.168686869,0.211111111,0.17079798
0.182828283,0.211111111,0.184939394
0.196969697,0.211111111,0.199080808
0.211111111,0.211111111,0.213222222
0.225252525,0.211111111,0.227363636
0.239393939,0.211111111,0.241505051
0.253535354,0.211111111,0.255646465
0.267676768,0.211111111,0.269787879
0.281818182,0.211111111,0.283929293
0.295959596,0.211111111,0.298070707
0.31010101,0.211111111,0.312212121
0.324242424,0.211111111,0.326353535
0.338383838,0.211111111,0.340494949
0.352525253,0.211111111,0.354636364
0.366666667,0.211111111,0.368777778
0.380808081,0.211111111,0.382919192
0.394949495,0.211111111,0.397060606
0.409090909,0.211111111,0.41120202
0.423232323,0.211111111,0.425343434
0.437373737,0.211111111,0.439484848
0.451515152,0.211111111,0.453626263
0.465656566,0.211111111,0.467767677
0.47979798,0.211111111,0.481909091
0.493939394,0.211111111,0.496050505
0.508080808,0.211111111,0.510191919
0.522222222,0.211111111,0.524333333
0.536363636,0.211111111,0.538474747
0.550505051,0.211111111,0.552616162
0.564646465,0.211111111,0.566757576
0.578787879,0.211111111,0.58089899
0.592929293,0.211111111,0.595040404
0.607070707,0.211111111,0.609181818
0.621212121,0.211111111,0.623323232
0.635353535,0.211111111,0.637464646
0.649494949,0.211111111,0.651606061
0.663636364,0.211111111,0.665747475
0.677777778,0.211111111,0.679888889
0.691919192,0.211111111,0.694030303
0.706060606,0.211111111,0.708171717
0.72020202,0.211111111,0.722313131
0.734343434,0.211111111,0.736454545
0.748484848,0.211111111,0.75059596
0.762626263,0.211111111,0.764737374
0.776767677,0.211111111,0.778878788
0.790909091,0.211111111,0.793020202
0.805050505,0.211111111,0.807161616
0.819191919,0.211111111,0.82130303
0.833333333,0.211111111,0.835444444
0.847474747,0.211111111,0.849585859
0.861616162,0.211111111,0.863727273
0.875757576,0.211111111,0.877868687
0.88989899,0.211111111,0.892010101
0.904040404,0.211111111,0.906151515
0.918181818,0.211111111,0.920292929
0.932323232,0.211111111,0.934434343
0.946464646,0.211111111,0.948575758
0.960606061,0.211111111,0.962717172
0.974747475,0.211111111,0.976858586
0.988888889,0.211111111,0.991
1.003030303,0.211111111,1.005141414
1.017171717,0.211111111,1.019282828
1.031313131,0.211111111,1.033424242
1.045454545,0.211111111,1.047565657
1.05959596,0.211111111,1.061707071
1.073737374,0.211111111,1.075848485
1.087878788,0.211111111,1.089989899
1.102020202,0.211111111,1.104131313
1.116161616,0.211111111,1.118272727
1.13030303,0.211111111,1.132414141
1.144444444,0.211111111,1.146555556
1.158585859,0.211111111,1.16069697
1.172727273,0.211111111,1.174838384
1.186868687,0.211111111,1.188979798
1.201010101,0.211111111,1.203121212
1.215151515,0.211111111,1.217262626
1.229292929,0.211111111,1.23140404
1.243434343,0.211111111,1.245545455
1.257575758,0.211111111,1.259686869
1.271717172,0.211111111,1.273828283
1.285858586,0.211111111,1.287969697
1.3,0.211111111,1.302111111
-0.1,0.225252525,-0.097747475
-0.085858586,0.225252525,-0.083606061
-0.071717172,0.225252525,-0.069464646
-0.057575758,0.225252525,-0.055323232
-0.043434343,0.225252525,-0.041181818
-0.029292929,0.225252525,-0.027040404
-0.015151515,0.225252525,-0.01289899
-0.001010101,0.225252525,0.001242424
0.013131313,0.225252525,0.015383838
0.027272727,0.225252525,0.029525253
0.041414141,0.225252525,0.043666667
0.055555556,0.225252525,0.057808081
0.06969697,0.225252525,0.071949495
0.083838384,0.225252525,0.086090909
0.097979798,0.225252525,0.100232323
0.112121212,0.225252525,0.114373737
0.126262626,0.225252525,0.128515152
0.14040404,0.225252525,0.142656566
0.154545455,0.225252525,0.15679798
0.168686869,0.225252525,0.170939394
0.182828283,0.225252525,0.185080808
0.196969697,0.225252525,0.199222222
0.211111111,0.225252525,0.213363636
0.225252525,0.225252525,0.227505051
0.239393939,0.225252525,0.241646465
0.253535354,0.225252525,0.255787879
0.267676768,0.225252525,0.269929293
0.281818182,0.225252525,0.284070707
0.295959596,0.225252525,0.298212121
0.31010101,0.225252525,0.312353535
0.324242424,0.225252525,0.326494949
0.338383838,0.225252525,0.340636364
0.352525253,0.225252525,0.354777778
0.366666667,0.225252525,0.368919192
0.380808081,0.225252525,0.383060606
0.394949495,0.225252525,0.39720202
0.409090909,0.225252525,0.411343434
0.423232323,0.225252525,0.425484848
0.437373737,0.225252525,0.439626263
0.451515152,0.225252525,0.453767677
0.465656566,0.225252525,0.467909091
0.47979798,0.225252525,0.482050505
0.493939394,0.225252525,0.496191919
0.508080808,0.225252525,0.510333333
0.522222222,0.225252525,0.524474747
0.536363636,0.225252525,0.538616162
0.550505051,0.225252525,0.552757576
0.564646465,0.225252525,0.56689899
0.578787879,0.225252525,0.581040404
0.592929293,0.225252525,0.595181818
0.607070707,0.225252525,0.609323232
0.621212121,0.225252525,0.623464646
0.635353535,0.225252525,0.637606061
0.649494949,0.225252525,0.651747475
0.663636364,0.225252525,0.665888889
0.677777778,0.225252525,0.680030303
0.691919192,0.225252525,0.694171717
0.706060606,0.225252525,0.708313131
0.72020202,0.225252525,0.722454545
0.734343434,0.225252525,0.73659596
0.748484848,0.225252525,0.750737374
0.762626263,0.225252525,0.764878788
0.776767677,0.225252525,0.779020202
0.790909091,0.225252525,0.793161616
0.805050505,0.225252525,0.80730303
0.819191919,0.225252525,0.821444444
0.833333333,0.225252525,0.835585859
0.847474747,0.225252525,0.849727273
0.861616162,0.225252525,0.863868687
0.875757576,0.225252525,0.878010101
0.88989899,0.225252525,0.892151515
0.904040404,0.225252525,0.906292929
0.918181818,0.225252525,0.920434343
0.932323232,0.225252525,0.934575758
0.946464646,0.225252525,0.948717172
0.960606061,0.225252525,0.962858586
0.974747475,0.225252525,0.977
0.988888889,0.225252525,0.991141414
1.003030303,0.225252525,1.005282828
1.017171717,0.225252525,1.019424242
1.031313131,0.225252525,1.033565657
1.045454545,0.225252525,1.047707071
1.05959596,0.225252525,1.061848485
1.073737374,0.225252525,1.075989899
1.087878788,0.225252525,1.090131313
1.102020202,0.225252525,1.104272727
1.116161616,0.225252525,1.118414141
1.13030303,0.225252525,1.132555556
1.144444444,0.225252525,1.14669697
1.158585859,0.225252525,1.160838384
1.172727273,0.225252525,1.174979798
1.186868687,0.225252525,1.189121212
1.201010101,0.225252525,1.203262626
1.215151515,0.225252525,1.21740404
1.229292929,0.225252525,1.231545455
1.243434343,0.225252525,1.245686869
1.257575758,0.225252525,1.259828283
1.271717172,0.225252525,1.273969697
1.285858586,0.225252525,1.288111111
1.3,0.225252525,1.302252525
-0.1,0.239393939,-0.097606061
-0.085858586,0.239393939,-0.083464646
-0.071717172,0.239393939,-0.069323232
-0.057575758,0.239393939,-0.055181818
-0.043434343,0.239393939,-0.041040404
-0.029292929,0.239393939,-0.02689899
-0.015151515,0.239393939,-0.012757576
-0.001010101,0.239393939,0.001383838
0.013131313,0.239393939,0.015525253
0.027272727,0.239393939,0.029666667
0.041414141,0.239393939,0.043808081
0.055555556,0.239393939,0.057949495
0.06969697,0.239393939,0.072090909
0.083838384,0.239393939,0.086232323
0.097979798,0.239393939,0.100373737
0.112121212,0.239393939,0.114515152
0.126262626,0.239393939,0.128656566
0.14040404,0.239393939,0.14279798
0.154545455,0.239393939,0.156939394
0.168686869,0.239393939,0.171080808
0.182828283,0.239393939,0.185222222
0.196969697,0.239393939,0.199363636
0.211111111,0.239393939,0.213505051
0.225252525,0.239393939,0.227646465
0.239393939,0.239393939,0.241787879
0.253535354,0.239393939,0.255929293
0.267676768,0.239393939,0.270070707
0.281818182,0.239393939,0.284212121
0.295959596,0.239393939,0.298353535
0.31010101,0.239393939,0.312494949
0.324242424,0.239393939,0.326636364
0.338383838,0.239393939,0.340777778
0.352525253,0.239393939,0.354919192
0.366666667,0.239393939,0.369060606
0.380808081,0.239393939,0.38320202
0.394949495,0.239393939,0.397343434
0.409090909,0.239393939,0.411484848
0.423232323,0.239393939,0.425626263
0.437373737,0.239393939,0.439767677
0.451515152,0.239393939,0.453909091
0.465656566,0.239393939,0.468050505
0.47979798,0.239393939,0.482191919
0.493939394,0.239393939,0.496333333
0.508080808,0.239393939,0.510474747
0.522222222,0.239393939,0.524616162
0.536363636,0.239393939,0.538757576
0.550505051,0.239393939,0.55289899
0.564646465,0.239393939,0.567040404
0.578787879,0.239393939,0.581181818
0.592929293,0.239393939,0.595323232
0.607070707,0.239393939,0.609464646
0.621212121,0.239393939,0.623606061
0.635353535,0.239393939,0.637747475
0.649494949,0.239393939,0.651888889
0.663636364,0.239393939,0.666030303
0.677777778,0.239393939,0.680171717
0.691919192,0.239393939,0.694313131
0.706060606,0.239393939,0.708454545
0.72020202,0.239393939,0.72259596
0.734343434,0.239393939,0.736737374
0.748484848,0.239393939,0.750878788
0.762626263,0.239393939,0.765020202
0.776767677,0.239393939,0.779161616
0.790909091,0.239393939,0.79330303
0.805050505,0.239393939,0.807444444
0.819191919,0.239393939,0.821585859
0.833333333,0.239393939,0.835727273
0.847474747,0.239393939,0.849868687
0.861616162,0.239393939,0.864010101
0.875757576,0.239393939,0.878151515
0.88989899,0.239393939,0.892292929
0.904040404,0.239393939,0.906434343
0.918181818,0.239393939,0.920575758
0.932323232,0.239393939,0.934717172
0.946464646,0.239393939,0.948858586
0.960606061,0.239393939,0.963
0.974747475,0.239393939,0.977141414
0.988888889,0.239393939,0.991282828
1.003030303,0.239393939,1.005424242
1.017171717,0.239393939,1.019565657
1.031313131,0.239393939,1.033707071
1.045454545,0.239393939,1.047848485
1.05959596,0.239393939,1.061989899
1.073737374,0.239393939,1.076131313
1.087878788,0.239393939,1.090272727
1.102020202,0.239393939,1.104414141
1.116161616,0.239393939,1.118555556
1.13030303,0.239393939,1.13269697
1.144444444,0.239393939,1.146838384
1.158585859,0.239393939,1.160979798
1.172727273,0.239393939,1.175121212
1.186868687,0.239393939,1.189262626
1.201010101,0.239393939,1.20340404
1.215151515,0.239393939,1.217545455
1.229292929,0.239393939,1.231686869
1.243434343,0.239393939,1.245828283
1.257575758,0.239393939,1.259969697
1.271717172,0.239393939,1.274111111
1.285858586,0.239393939,1.288252525
1.3,0.239393939,1.302393939
-0.1,0.253535354,-0.097464646
-0.085858586,0.253535354,-0.083323232
-0.071717172,0.253535354,-0.069181818
-0.057575758,0.253535354,-0.055040404
-0.043434343,0.253535354,-0.04089899
-0.029292929,0.253535354,-0.026757576
-0.015151515,0.253535354,-0.012616162
-0.001010101,0.253535354,0.001525253
0.013131313,0.253535354,0.015666667
0.027272727,0.253535354,0.029808081
0.041414141,0.253535354,0.043949495
0.055555556,0.253535354,0.058090909
0.06969697,0.253535354,0.072232323
0.083838384,0.253535354,0.086373737
0.097979798,0.253535354,0.100515152
0.112121212,0.253535354,0.114656566
0.126262626,0.253535354,0.12879798
0.14040404,0.253535354,0.142939394
0.154545455,0.253535354,0.157080808
0.168686869,0.253535354,0.171222222
0.182828283,0.253535354,0.185363636
0.196969697,0.253535354,0.199505051
0.211111111,0.253535354,0.213646465
0.225252525,0.253535354,0.227787879
0.239393939,0.253535354,0.241929293
0.253535354,0.253535354,0.256070707
0.267676768,0.253535354,0.270212121
0.281818182,0.253535354,0.284353535
0.295959596,0.253535354,0.298494949
0.31010101,0.253535354,0.312636364
0.324242424,0.253535354,0.326777778
0.338383838,0.253535354,0.340919192
0.352525253,0.253535354,0.355060606
0.366666667,0.253535354,0.36920202
0.380808081,0.253535354,0.383343434
0.394949495,0.253535354,0.397484848
0.409090909,0.253535354,0.411626263
0.423232323,0.253535354,0.425767677
0.437373737,0.253535354,0.439909091
0.451515152,0.253535354,0.454050505
0.465656566,0.253535354,0.468191919
0.47979798,0.253535354,0.482333333
0.493939394,0.253535354,0.496474747
0.508080808,0.253535354,0.510616162
0.522222222,0.253535354,0.524757576
0.536363636,0.253535354,0.53889899
0.550505051,0.253535354,0.553040404
0.564646465,0.253535354,0.567181818
0.578787879,0.253535354,0.581323232
0.592929293,0.253535354,0.595464646
0.607070707,0.253535354,0.609606061
0.621212121,0.253535354,0.623747475
0.635353535,0.253535354,0.637888889
0.649494949,0.253535354,0.652030303
0.663636364,0.253535354,0.666171717
0.677777778,0.253535354,0.680313131
0.691919192,0.253535354,0.694454545
0.706060606,0.253535354,0.70859596
0.72020202,0.253535354,0.722737374
0.734343434,0.253535354,0.736878788
0.748484848,0.253535354,0.751020202
0.762626263,0.253535354,0.765161616
0.776767677,0.253535354,0.77930303
0.790909091,0.253535354,0.793444444
0.805050505,0.253535354,0.807585859
0.819191919,0.253535354,0.821727273
0.833333333,0.253535354,0.835868687
0.847474747,0.253535354,0.850010101
0.861616162,0.253535354,0.864151515
0.875757576,0.253535354,0.878292929
0.88989899,0.253535354,0.892434343
0.904040404,0.253535354,0.906575758
0.918181818,0.253535354,0.920717172
0.932323232,0.253535354,0.934858586
0.946464646,0.253535354,0.949
0.960606061,0.253535354,0.963141414
0.974747475,0.253535354,0.977282828
0.988888889,0.253535354,0.991424242
1.003030303,0.253535354,1.005565657
1.017171717,0.253535354,1.019707071
1.031313131,0.253535354,1.033848485
1.045454545,0.253535354,1.047989899
1.05959596,0.253535354,1.062131313
1.073737374,0.253535354,1.076272727
1.087878788,0.253535354,1.090414141
1.102020202,0.253535354,1.104555556
1.116161616,0.253535354,1.11869697
1.13030303,0.253535354,1.132838384
1.144444444,0.253535354,1.146979798
1.158585859,0.253535354,1.161121212
1.172727273,0.253535354,1.175262626
1.186868687,0.253535354,1.18940404
1.201010101,0.253535354,1.203545455
1.215151515,0.253535354,1.217686869
1.229292929,0.253535354,1.231828283
1.243434343,0.253535354,1.245969697
1.257575758,0.253535354,1.260111111
1.271717172,0.253535354,1.274252525
1.285858586,0.253535354,1.288393939
1.3,0.253535354,1.302535354
-0.1,0.267676768,-0.097323232
-0.085858586,0.267676768,-0.083181818
-0.071717172,0.267676768,-0.069040404
-0.057575758,0.267676768,-0.05489899
-0.043434343,0.267676768,-0.040757576
-0.029292929,0.267676768,-0.026616162
-0.015151515,0.267676768,-0.012474747
-0.001010101,0.267676768,0.001666667
0.013131313,0.267676768,0.015808081
0.027272727,0.267676768,0.029949495
0.041414141,0.267676768,0.044090909
0.055555556,0.267676768,0.058232323
0.06969697,0.267676768,0.072373737
0.083838384,0.267676768,0.086515152
0.097979798,0.267676768,0.100656566
0.112121212,0.267676768,0.11479798
0.126262626,0.267676768,0.128939394
0.14040404,0.267676768,0.143080808
0.154545455,0.267676768,0.157222222
0.168686869,0.267676768,0.171363636
0.182828283,0.267676768,0.185505051
0.196969697,0.267676768,0.199646465
0.211111111,0.267676768,0.213787879
0.225252525,0.267676768,0.227929293
0.239393939,0.267676768,0.242070707
0.253535354,0.267676768,0.256212121
0.267676768,0.267676768,0.270353535
0.281818182,0.267676768,0.284494949
0.295959596,0.267676768,0.298636364
0.31010101,0.267676768,0.312777778
0.324242424,0.267676768,0.326919192
0.338383838,0.267676768,0.341060606
0.352525253,0.267676768,0.35520202
0.366666667,0.267676768,0.369343434
0.380808081,0.267676768,0.383484848
0.394949495,0.267676768,0.397626263
0.409090909,0.267676768,0.411767677
0.423232323,0.267676768,0.425909091
0.437373737,0.267676768,0.440050505
0.451515152,0.267676768,0.454191919
0.465656566,0.267676768,0.468333333
0.47979798,0.267676768,0.482474747
0.493939394,0.267676768,0.496616162
0.508080808,0.267676768,0.510757576
0.522222222,0.267676768,0.52489899
0.536363636,0.267676768,0.539040404
0.550505051,0.267676768,0.553181818
0.564646465,0.267676768,0.567323232
0.578787879,0.267676768,0.581464646
0.592929293,0.267676768,0.595606061
0.607070707,0.267676768,0.609747475
0.621212121,0.267676768,0.623888889
0.635353535,0.267676768,0.638030303
0.649494949,0.267676768,0.652171717
0.663636364,0.267676768,0.666313131
0.677777778,0.267676768,0.680454545
0.691919192,0.267676768,0.69459596
0.706060606,0.267676768,0.708737374
0.72020202,0.267676768,0.722878788
0.734343434,0.267676768,0.737020202
0.748484848,0.267676768,0.751161616
0.762626263,0.267676768,0.76530303
0.776767677,0.267676768,0.779444444
0.790909091,0.267676768,0.793585859
0.805050505,0.267676768,0.807727273
0.819191919,0.267676768,0.821868687
0.833333333,0.267676768,0.836010101
0.847474747,0.267676768,0.850151515
0.861616162,0.267676768,0.864292929
0.875757576,0.267676768,0.878434343
0.88989899,0.267676768,0.892575758
0.904040404,0.267676768,0.906717172
0.918181818,0.267676768,0.920858586
0.932323232,0.267676768,0.935
0.946464646,0.267676768,0.949141414
0.960606061,0.267676768,0.963282828
0.974747475,0.267676768,0.977424242
0.988888889,0.267676768,0.991565657
1.003030303,0.267676768,1.005707071
1.017171717,0.267676768,1.019848485
1.031313131,0.267676768,1.033989899
1.045454545,0.267676768,1.048131313
1.05959596,0.267676768,1.062272727
1.073737374,0.267676768,1.076414141
1.087878788,0.267676768,1.090555556
1.102020202,0.267676768,1.10469697
1.116161616,0.267676768,1.118838384
1.13030303,0.267676768,1.132979798
1.144444444,0.267676768,1.147121212
1.158585859,0.267676768,1.161262626
1.172727273,0.267676768,1.17540404
1.186868687,0.267676768,1.189545455
1.201010101,0.267676768,1.203686869
1.215151515,0.267676768,1.217828283
1.229292929,0.267676768,1.231969697
1.243434343,0.267676768,1.246111111
1.257575758,0.267676768,1.260252525
1.271717172,0.267676768,1.274393939
1.285858586,0.267676768,1.288535354
1.3,0.267676768,1.302676768
-0.1,0.281818182,-0.097181818
-0.085858586,0.281818182,-0.083040404
-0.071717172,0.281818182,-0.06889899
-0.057575758,0.281818182,-0.054757576
